quote,author,tags
"when you're in jail, a good friend will be trying to bail you out. a best friend will be in the cell next to you saying, 'damn, that was fun'.",Groucho Marx,[]
"don't touch any of my weapons without my permission.""""well, there goes my plan for selling them all on ebay,"" clary muttered.""selling them on what?""clary smiled blandly at him. ""a mythical place of great magical power.","Cassandra Clare,",[]
"some humans would do anything to see if it was possible to do it. if you put a large switch in some cave somewhere, with a sign on it saying 'end-of-the-world switch. please do not touch', the paint wouldn't even have time to dry.","Terry Pratchett,",[]
"whatever you are, be a good one.",Abraham Lincoln,[]
"if more of us valued food and cheer and song above hoarded gold, it would be a merrier world.",J.R.R. Tolkien,[]
a good friend will always stab you in the front.,Oscar Wilde,[]
"promise me you'll always remember: you're braver than you believe, and stronger than you seem, and smarter than you think.",Carter Crocker,[]
when you are courting a nice girl an hour seems like a second. when you sit on a red-hot cinder a second seems like an hour. that's relativity.,Albert Einstein,[]
there's a fine line between genius and insanity. i have erased this line.,Oscar Levant,[]
"be kind, for everyone you meet is fighting a harder battle.",Plato,[]
"sleep is good, he said, and books are better.",George R. R. Martin,[]
where there is love there is life.,Mahatma Gandhi,[]
"you can't force love, i realized. it's there or it isn't. if it's not there, you've got to be able to admit it. if it is there, you've got to do whatever it takes to protect the ones you love.","Richelle Mead,",[]
may you live every day of your life.,Jonathan Swift,[]
"two wrongs don't make a right, but they make a good excuse.",Thomas Szasz,[]
wicked people never have time for reading. it's one of the reasons for their wickedness.,Lemony Snicket,[]
"women are meant to be loved, not to be understood.","Oscar Wilde,",[]
and those who were seen dancing were thought to be insane by those who could not hear the music.,Friedrich Nietzsche,[]
"when it comes down to it, i let them think what they want. if they care enough to bother with what i do, then i'm already better than them.",Marilyn Monroe,[]
who controls the past controls the future. who controls the present controls the past.,"George Orwell,",[]
"death's got an invisibility cloak?"" harry interrupted again.""so he can sneak up on people,"" said ron. ""sometimes he gets bored of running at them, flapping his arms and shrieking...","J.K. Rowling,",[]
you will always be fond of me. i represent to you all the sins you never had the courage to commit.,"Oscar Wilde,",[]
man is the only creature who refuses to be what he is.,Albert Camus,[]
substitute 'damn' every time you're inclined to write 'very;' your editor will delete it and the writing will be just as it should be.,Mark Twain,[]
i've never fooled anyone. i've let people fool themselves. they didn't bother to find out who and what i was. instead they would invent a character for me. i wouldn't argue with them. they were obviously loving somebody i wasn't.,Marilyn Monroe,[]
first they ignore you. then they ridicule you. and then they attack you and want to burn you. and then they build monuments to you.,Nicholas Klein,[]
"we write to taste life twice, in the moment and in retrospect.",Anais Nin,[]
it means 'shadowhunters: looking better in black than the widows of our enemies since 1234'.,"Cassandra Clare,",[]
i don't want to go to heaven. none of my friends are there.,Oscar Wilde,[]
"i have hated words and i have loved them, and i hope i have made them right.","Markus Zusak,",[]
"some women choose to follow men, and some women choose to follow their dreams. if you're wondering which way to go, remember that your career will never wake up and tell you that it doesn't love you anymore.",Lady Gaga,[]
"every heart sings a song, incomplete, until another heart whispers back. those who wish to sing always find a song. at the touch of a lover, everyone becomes a poet.",Plato,[]
"i love sleep. my life has the tendency to fall apart when i'm awake, you know?",Ernest Hemingway,[]
"i, with a deeper instinct, choose a man who compels my strength, who makes enormous demands on me, who does not doubt my courage or my toughness, who does not believe me naã¯ve or innocent, who has the courage to treat me like a woman.",AnaÃ¯s Nin,[]
a clever person solves a problem. a wise person avoids it.,Albert Einstein,[]
"it's really a wonder that i haven't dropped all my ideals, because they seem so absurd and impossible to carry out. yet i keep them, because in spite of everything, i still believe that people are really good at heart.","Anne Frank,",[]
"nobody has ever measured, not even poets, how much the heart can hold.",Zelda Fitzgerald,[]
doubt thou the stars are fire;doubt that the sun doth move;doubt truth to be a liar;but never doubt i love.,"William Shakespeare,",[]
"the best love is the kind that awakens the soul and makes us reach for more, that plants a fire in our hearts and brings peace to our minds. and that's what you've given me. that's what i'd hoped to give you forever",Nicholas Sparks,[]
"we all die. the goal isn't to live forever, the goal is to create something that will.","Chuck Palahniuk,",[]
"once upon a time there was a boy who loved a girl, and her laughter was a question he wanted to spend his whole life answering.","Nicole Krauss,",[]
"well, don't expect us to be too impressed. we just saw finnick odair in his underwear.","Suzanne Collins,",[]
"the meeting of two personalities is like the contact of two chemical substances: if there is any reaction, both are transformed.",Carl Gustav Jung,[]
it's only after we've lost everything that we're free to do anything.,"Chuck Palahniuk,",[]
get busy living or get busy dying.,"Stephen King,",[]
"if my life is going to mean anything, i have to live it myself.","Rick Riordan,",[]
libraries were full of ideasâ€”perhaps the most dangerous and powerful of all weapons.,"Sarah J. Maas,",[]
you educate a man; you educate a man. you educate a woman; you educate a generation.,Brigham Young,[]
when someone shows you who they are believe them the first time.,Maya Angelou,[]
chance is perhaps the pseudonym of god when he does not want to sign.,ThÃ©ophile Gautier,[]
"you're a prefect? oh ronnie! that's everyone in the family!""""what are fred and i? next door neighbors?","J.K. Rowling,",[]
"these woods are lovely, dark and deep,but i have promises to keep,and miles to go before i sleep,and miles to go before i sleep.","Robert Frost,",[]
we loved with a love that was more than love.,Edgar Allen Poe,[]
going to church doesnâ€™t make you a christian any more than going to a garage makes you an automobile.,"Billy Sunday,",[]
"reader, suppose you were an idiot. and suppose you were a member of congress. but i repeat myself.",Mark Twain,[]
"all the world is made of faith, and trust, and pixie dust.","J.M. Barrie,",[]
"your task is not to seek for love, but merely to seek and find all the barriers within yourself that you have built against it.",Rumi,[]
it is sometimes an appropriate response to reality to go insane.,"Philip K. Dick,",[]
"and now here is my secret, a very simple secret: it is only with the heart that one can see rightly; what is essential is invisible to the eye.","Antoine de Saint-ExupÃ©ry,",[]
